Requisition_ID,Department,Open_Date,Time_To_Fill_Days,Candidate_Count,Offer_Accepted,Hire_Date,Hiring_Manager
REQ00362,Finance,2023-01-14,56,37,Yes,2023-03-11,MGR0046
REQ00363,Maintenance,2023-08-01,25,104,Yes,2023-08-26,MGR0081
REQ00364,Customer Service,2023-06-03,38,58,Yes,2023-07-11,MGR0296
REQ00365,Maintenance,2023-04-10,33,78,Yes,2023-05-13,MGR0286
REQ00366,Maintenance,2025-08-19,57,143,Yes,2025-10-15,MGR0219
REQ00367,IT,2025-11-13,104,93,No,2026-02-25,MGR0272
REQ00368,Operations,2023-10-01,21,77,Yes,2023-10-22,MGR0150
REQ00369,Customer Service,2023-11-23,71,46,Yes,2024-02-02,MGR0016
REQ00370,Safety & Compliance,2023-11-18,25,146,Yes,2023-12-13,MGR0207
REQ00371,Maintenance,2024-01-06,40,95,Yes,2024-02-15,MGR0071
REQ00372,HR,2025-04-14,68,22,Yes,2025-06-21,MGR0263
REQ00373,Customer Service,2023-08-10,32,128,No,2023-09-11,MGR0174
REQ00374,Maintenance,2025-04-21,62,88,Yes,2025-06-22,MGR0296
REQ00375,Maintenance,2023-01-24,26,39,Yes,2023-02-19,MGR0079
REQ00376,Operations,2025-11-03,71,41,Yes,2026-01-13,MGR0069
REQ00377,Maintenance,2025-02-14,57,12,No,2025-04-12,MGR0043
REQ00378,Maintenance,2023-10-20,66,64,Yes,2023-12-25,MGR0140
REQ00379,Operations,2023-10-27,45,43,No,2023-12-11,MGR0085
REQ00380,Operations,2024-01-15,18,64,Yes,2024-02-02,MGR0173
REQ00381,Operations,2024-11-12,38,60,No,2024-12-20,MGR0227
REQ00382,HR,2023-01-13,54,135,Yes,2023-03-08,MGR0100
REQ00383,Operations,2023-07-17,61,13,Yes,2023-09-16,MGR0135
REQ00384,IT,2023-09-23,89,149,Yes,2023-12-21,MGR0075
REQ00385,IT,2024-03-27,51,24,No,2024-05-17,MGR0184
REQ00386,Customer Service,2025-06-22,25,127,Yes,2025-07-17,MGR0299
REQ00387,Operations,2023-11-25,35,37,No,2023-12-30,MGR0092
REQ00388,Safety & Compliance,2025-09-03,38,114,Yes,2025-10-11,MGR0265
REQ00389,IT,2025-09-20,100,61,Yes,2025-12-29,MGR0089
REQ00390,Operations,2023-06-07,70,23,Yes,2023-08-16,MGR0154
REQ00391,Operations,2023-05-05,69,15,Yes,2023-07-13,MGR0038
REQ00392,Maintenance,2024-01-17,51,15,Yes,2024-03-08,MGR0107
REQ00393,Safety & Compliance,2024-09-21,62,42,Yes,2024-11-22,MGR0279
REQ00394,Operations,2024-12-16,38,59,Yes,2025-01-23,MGR0102
REQ00395,IT,2024-02-12,115,22,Yes,2024-06-06,MGR0207
REQ00396,Customer Service,2023-09-17,22,93,Yes,2023-10-09,MGR0021
REQ00397,Operations,2025-05-21,28,73,Yes,2025-06-18,MGR0295
REQ00398,Planning,2025-11-28,92,95,No,2026-02-28,MGR0287
REQ00399,Planning,2025-10-24,94,24,No,2026-01-26,MGR0003
REQ00400,Safety & Compliance,2024-08-11,24,76,No,2024-09-04,MGR0271
REQ00401,Safety & Compliance,2025-10-11,23,110,Yes,2025-11-03,MGR0282
REQ00402,Operations,2024-09-08,22,150,Yes,2024-09-30,MGR0281
REQ00403,Operations,2024-06-01,57,53,Yes,2024-07-28,MGR0094
REQ00404,Customer Service,2024-01-08,49,131,Yes,2024-02-26,MGR0180
REQ00405,Operations,2023-04-25,23,57,Yes,2023-05-18,MGR0076
REQ00406,Maintenance,2025-01-16,30,55,Yes,2025-02-15,MGR0128
REQ00407,Maintenance,2025-07-22,20,49,No,2025-08-11,MGR0216
REQ00408,Operations,2024-01-25,21,93,Yes,2024-02-15,MGR0077
REQ00409,Planning,2024-01-24,68,73,Yes,2024-04-01,MGR0060
REQ00410,Operations,2025-08-22,37,137,Yes,2025-09-28,MGR0071
REQ00411,Operations,2023-03-01,59,143,Yes,2023-04-29,MGR0281
REQ00412,Operations,2025-08-05,35,119,Yes,2025-09-09,MGR0196
REQ00413,Operations,2025-08-30,74,120,No,2025-11-12,MGR0188
REQ00414,Operations,2023-02-01,38,128,Yes,2023-03-11,MGR0152
REQ00415,Operations,2025-03-07,23,55,Yes,2025-03-30,MGR0086
REQ00416,Customer Service,2023-07-26,53,124,Yes,2023-09-17,MGR0173
REQ00417,Customer Service,2024-12-14,74,26,Yes,2025-02-26,MGR0192
REQ00418,Maintenance,2025-05-29,43,62,Yes,2025-07-11,MGR0141
REQ00419,Operations,2025-03-11,73,113,Yes,2025-05-23,MGR0083
REQ00420,HR,2025-02-04,26,118,Yes,2025-03-02,MGR0150
REQ00421,Operations,2024-12-18,39,18,Yes,2025-01-26,MGR0026
REQ00422,Operations,2024-11-23,26,99,Yes,2024-12-19,MGR0117
REQ00423,Customer Service,2023-08-18,28,133,Yes,2023-09-15,MGR0038
REQ00424,Operations,2023-05-12,21,58,Yes,2023-06-02,MGR0159
REQ00425,Operations,2023-04-03,21,37,Yes,2023-04-24,MGR0056
REQ00426,Operations,2025-07-13,37,34,Yes,2025-08-19,MGR0212
REQ00427,Operations,2025-03-13,64,131,Yes,2025-05-16,MGR0086
REQ00428,Maintenance,2023-03-01,25,12,Yes,2023-03-26,MGR0092
REQ00429,Operations,2023-10-21,75,9,No,2024-01-04,MGR0158
REQ00430,Maintenance,2025-05-27,69,82,Yes,2025-08-04,MGR0219
REQ00431,Operations,2025-03-21,45,98,Yes,2025-05-05,MGR0241
REQ00432,Operations,2024-07-20,27,65,Yes,2024-08-16,MGR0034
REQ00433,Operations,2024-08-13,47,75,Yes,2024-09-29,MGR0219
REQ00434,Operations,2023-03-17,42,74,No,2023-04-28,MGR0229
REQ00435,Maintenance,2023-07-06,57,137,Yes,2023-09-01,MGR0018
REQ00436,Maintenance,2024-12-23,75,83,Yes,2025-03-08,MGR0105
REQ00437,Customer Service,2024-06-19,43,62,No,2024-08-01,MGR0197
REQ00438,IT,2023-05-11,120,87,Yes,2023-09-08,MGR0199
REQ00439,Maintenance,2025-06-02,32,63,Yes,2025-07-04,MGR0060
REQ00440,Operations,2023-08-26,52,90,Yes,2023-10-17,MGR0232
REQ00441,Planning,2023-08-01,61,105,Yes,2023-10-01,MGR0184
REQ00442,Customer Service,2024-03-16,54,37,Yes,2024-05-09,MGR0050
REQ00443,Operations,2024-08-27,75,69,No,2024-11-10,MGR0029
REQ00444,Operations,2025-03-09,49,63,No,2025-04-27,MGR0128
REQ00445,Operations,2025-01-22,21,95,No,2025-02-12,MGR0036
REQ00446,HR,2023-09-28,35,120,Yes,2023-11-02,MGR0208
REQ00447,Planning,2023-02-18,79,102,Yes,2023-05-08,MGR0134
REQ00448,Operations,2024-05-21,43,100,No,2024-07-03,MGR0292
REQ00449,Operations,2023-06-11,41,33,Yes,2023-07-22,MGR0006
REQ00450,Customer Service,2024-11-01,41,68,Yes,2024-12-12,MGR0096
REQ00451,Customer Service,2025-09-26,59,109,Yes,2025-11-24,MGR0141
REQ00452,Operations,2025-04-08,27,28,No,2025-05-05,MGR0276
REQ00453,Operations,2023-08-17,58,69,Yes,2023-10-14,MGR0044
REQ00454,Customer Service,2024-06-26,18,47,Yes,2024-07-14,MGR0078
REQ00455,Operations,2025-06-14,60,9,Yes,2025-08-13,MGR0166
REQ00456,Operations,2024-08-08,38,88,Yes,2024-09-15,MGR0282
REQ00457,Maintenance,2025-08-24,32,59,Yes,2025-09-25,MGR0199
REQ00458,Operations,2023-03-28,72,126,Yes,2023-06-08,MGR0279
REQ00459,Maintenance,2025-07-21,65,91,No,2025-09-24,MGR0041
REQ00460,Operations,2025-02-01,32,31,Yes,2025-03-05,MGR0170
REQ00461,Operations,2024-08-27,51,134,Yes,2024-10-17,MGR0037
REQ00462,Operations,2023-05-26,70,31,Yes,2023-08-04,MGR0129
REQ00463,Operations,2023-06-30,74,144,Yes,2023-09-12,MGR0213
REQ00464,Operations,2023-07-23,33,109,Yes,2023-08-25,MGR0218
REQ00465,Customer Service,2023-10-15,71,111,Yes,2023-12-25,MGR0067
REQ00466,Maintenance,2023-07-31,39,61,Yes,2023-09-08,MGR0296
REQ00467,Operations,2023-04-12,53,15,Yes,2023-06-04,MGR0040
REQ00468,Operations,2025-03-27,53,67,Yes,2025-05-19,MGR0108
REQ00469,IT,2025-05-12,79,96,Yes,2025-07-30,MGR0117
REQ00470,Maintenance,2023-05-20,36,49,No,2023-06-25,MGR0252
REQ00471,Safety & Compliance,2023-09-19,53,16,Yes,2023-11-11,MGR0182
REQ00472,HR,2024-02-10,56,17,No,2024-04-06,MGR0056
REQ00473,Safety & Compliance,2025-09-19,74,129,Yes,2025-12-02,MGR0246
REQ00474,IT,2025-08-05,64,44,No,2025-10-08,MGR0027
REQ00475,Customer Service,2025-12-23,29,131,No,2026-01-21,MGR0274
REQ00476,Operations,2024-08-31,40,81,Yes,2024-10-10,MGR0164
REQ00477,Customer Service,2024-05-02,64,146,Yes,2024-07-05,MGR0067
REQ00478,Operations,2025-06-26,57,130,No,2025-08-22,MGR0078
REQ00479,Operations,2023-01-08,43,113,No,2023-02-20,MGR0115
REQ00480,Operations,2025-01-17,25,124,Yes,2025-02-11,MGR0011
REQ00481,Customer Service,2025-01-16,37,113,Yes,2025-02-22,MGR0283
REQ00482,Operations,2023-09-23,54,142,Yes,2023-11-16,MGR0024
REQ00483,IT,2025-01-14,106,42,Yes,2025-04-30,MGR0053
REQ00484,HR,2023-07-03,46,96,Yes,2023-08-18,MGR0152
REQ00485,Maintenance,2023-05-16,69,43,Yes,2023-07-24,MGR0287
REQ00486,Finance,2025-07-25,51,75,Yes,2025-09-14,MGR0189
REQ00487,Operations,2023-04-16,69,83,Yes,2023-06-24,MGR0127
REQ00488,Maintenance,2025-08-19,24,81,Yes,2025-09-12,MGR0273
REQ00489,Operations,2023-05-03,19,97,Yes,2023-05-22,MGR0119
REQ00490,Planning,2023-02-24,110,94,Yes,2023-06-14,MGR0184
REQ00491,Operations,2025-09-03,21,24,Yes,2025-09-24,MGR0210
REQ00492,Planning,2023-04-23,99,114,Yes,2023-07-31,MGR0011
REQ00493,Operations,2023-01-07,19,147,Yes,2023-01-26,MGR0025
REQ00494,HR,2025-05-27,55,86,Yes,2025-07-21,MGR0146
REQ00495,IT,2024-10-02,71,46,Yes,2024-12-12,MGR0102
REQ00496,Finance,2023-02-17,64,133,Yes,2023-04-22,MGR0176
REQ00497,Maintenance,2025-03-09,52,93,No,2025-04-30,MGR0245
REQ00498,Maintenance,2024-05-14,32,100,Yes,2024-06-15,MGR0131
REQ00499,Safety & Compliance,2025-11-22,30,59,Yes,2025-12-22,MGR0156
REQ00500,HR,2025-05-21,27,82,Yes,2025-06-17,MGR0182
REQ00501,Safety & Compliance,2025-11-10,69,76,Yes,2026-01-18,MGR0059
REQ00502,Customer Service,2025-12-25,41,110,Yes,2026-02-04,MGR0070
REQ00503,Operations,2024-03-22,51,118,Yes,2024-05-12,MGR0285
REQ00504,IT,2025-07-02,75,27,Yes,2025-09-15,MGR0033
REQ00505,Safety & Compliance,2025-08-16,23,41,No,2025-09-08,MGR0041
REQ00506,Planning,2023-01-17,78,13,Yes,2023-04-05,MGR0138
REQ00507,Customer Service,2023-01-12,32,68,No,2023-02-13,MGR0176
REQ00508,Operations,2023-03-14,67,106,No,2023-05-20,MGR0201
REQ00509,Operations,2025-02-28,18,70,Yes,2025-03-18,MGR0001
REQ00510,HR,2024-09-15,20,31,Yes,2024-10-05,MGR0151
REQ00511,Finance,2023-10-14,74,110,Yes,2023-12-27,MGR0152
REQ00512,Safety & Compliance,2025-03-15,73,77,Yes,2025-05-27,MGR0037
REQ00513,Operations,2024-04-28,45,66,Yes,2024-06-12,MGR0125
REQ00514,Operations,2025-04-20,54,50,Yes,2025-06-13,MGR0289
REQ00515,HR,2023-07-14,51,100,Yes,2023-09-03,MGR0156
REQ00516,Operations,2023-03-17,62,58,Yes,2023-05-18,MGR0053
REQ00517,Maintenance,2025-05-16,31,123,Yes,2025-06-16,MGR0114
REQ00518,IT,2023-04-16,91,138,Yes,2023-07-16,MGR0066
REQ00519,Operations,2025-04-28,58,99,Yes,2025-06-25,MGR0233
REQ00520,IT,2024-09-05,50,44,Yes,2024-10-25,MGR0282
REQ00521,IT,2023-03-29,112,107,Yes,2023-07-19,MGR0027
REQ00522,Finance,2024-12-06,31,145,No,2025-01-06,MGR0277
REQ00523,Operations,2023-07-09,60,119,Yes,2023-09-07,MGR0020
REQ00524,Operations,2024-04-06,64,136,Yes,2024-06-09,MGR0051
REQ00525,Customer Service,2025-08-19,50,132,Yes,2025-10-08,MGR0010
REQ00526,Customer Service,2025-04-30,37,30,Yes,2025-06-06,MGR0102
REQ00527,Maintenance,2024-09-04,32,132,Yes,2024-10-06,MGR0069
REQ00528,Operations,2023-10-02,66,28,No,2023-12-07,MGR0025
REQ00529,Operations,2023-06-05,66,23,Yes,2023-08-10,MGR0140
REQ00530,Operations,2023-09-01,62,137,Yes,2023-11-02,MGR0049
REQ00531,Operations,2024-09-10,18,118,Yes,2024-09-28,MGR0158
REQ00532,Customer Service,2023-07-18,25,131,Yes,2023-08-12,MGR0242
REQ00533,HR,2023-07-30,74,44,Yes,2023-10-12,MGR0159
REQ00534,Maintenance,2024-06-18,60,117,Yes,2024-08-17,MGR0239
REQ00535,Operations,2023-05-14,51,135,Yes,2023-07-04,MGR0216
REQ00536,Planning,2023-06-08,73,41,No,2023-08-20,MGR0148
REQ00537,IT,2024-04-04,102,68,No,2024-07-15,MGR0125
REQ00538,Maintenance,2024-02-04,63,116,Yes,2024-04-07,MGR0214
REQ00539,Planning,2024-08-29,91,87,Yes,2024-11-28,MGR0117
REQ00540,Operations,2024-10-08,28,90,Yes,2024-11-05,MGR0172
REQ00541,Customer Service,2024-01-20,48,40,No,2024-03-08,MGR0221
REQ00542,Maintenance,2024-12-16,43,28,Yes,2025-01-28,MGR0136
REQ00543,Customer Service,2023-03-05,71,26,Yes,2023-05-15,MGR0156
REQ00544,Operations,2023-02-22,35,19,Yes,2023-03-29,MGR0165
REQ00545,Operations,2025-03-29,18,75,No,2025-04-16,MGR0149
REQ00546,Customer Service,2025-08-30,19,79,No,2025-09-18,MGR0283
REQ00547,Operations,2025-06-27,66,38,Yes,2025-09-01,MGR0012
REQ00548,Operations,2023-09-09,27,115,No,2023-10-06,MGR0212
REQ00549,Maintenance,2024-02-10,28,57,Yes,2024-03-09,MGR0082
REQ00550,Customer Service,2023-08-04,31,48,Yes,2023-09-04,MGR0207
REQ00551,Operations,2024-10-12,21,24,Yes,2024-11-02,MGR0253
REQ00552,Finance,2023-09-19,49,27,Yes,2023-11-07,MGR0104
REQ00553,Maintenance,2025-05-23,48,81,Yes,2025-07-10,MGR0269
REQ00554,Operations,2025-12-21,35,125,Yes,2026-01-25,MGR0027
REQ00555,IT,2024-06-23,76,74,Yes,2024-09-07,MGR0150
REQ00556,Operations,2025-12-05,28,95,Yes,2026-01-02,MGR0161
REQ00557,Maintenance,2024-04-17,19,114,Yes,2024-05-06,MGR0163
REQ00558,Operations,2024-07-08,60,96,Yes,2024-09-06,MGR0082
REQ00559,Operations,2024-05-11,22,112,Yes,2024-06-02,MGR0182
REQ00560,Maintenance,2023-04-02,75,87,Yes,2023-06-16,MGR0255
REQ00561,IT,2023-03-06,83,136,Yes,2023-05-28,MGR0086
REQ00562,IT,2024-03-07,59,102,Yes,2024-05-05,MGR0090
REQ00563,Finance,2024-12-18,41,98,Yes,2025-01-28,MGR0279
REQ00564,Customer Service,2023-03-27,61,23,Yes,2023-05-27,MGR0283
REQ00565,Operations,2025-01-16,53,117,Yes,2025-03-10,MGR0002
REQ00566,Operations,2023-05-19,31,64,Yes,2023-06-19,MGR0051
REQ00567,Operations,2025-11-18,39,40,Yes,2025-12-27,MGR0193
REQ00568,Operations,2023-04-13,33,12,Yes,2023-05-16,MGR0127
REQ00569,Safety & Compliance,2023-11-30,53,40,Yes,2024-01-22,MGR0246
REQ00570,Operations,2025-04-30,19,20,Yes,2025-05-19,MGR0223
REQ00571,Operations,2024-05-16,54,15,Yes,2024-07-09,MGR0250
REQ00572,Customer Service,2023-05-30,26,28,Yes,2023-06-25,MGR0054
REQ00573,Operations,2025-04-24,56,61,Yes,2025-06-19,MGR0220
REQ00574,Operations,2025-11-20,35,147,No,2025-12-25,MGR0004
REQ00575,Operations,2025-10-13,64,78,Yes,2025-12-16,MGR0134
REQ00576,Finance,2025-11-18,74,62,Yes,2026-01-31,MGR0107
REQ00577,Maintenance,2024-06-18,60,95,Yes,2024-08-17,MGR0010
REQ00578,Maintenance,2024-11-04,52,84,No,2024-12-26,MGR0222
REQ00579,Maintenance,2024-02-09,73,104,Yes,2024-04-22,MGR0116
REQ00580,Operations,2024-04-09,24,19,No,2024-05-03,MGR0179
REQ00581,Finance,2025-03-30,61,57,Yes,2025-05-30,MGR0197
REQ00582,Maintenance,2024-10-30,61,66,Yes,2024-12-30,MGR0028
REQ00583,Operations,2023-04-01,60,79,Yes,2023-05-31,MGR0025
REQ00584,Finance,2025-10-09,41,145,Yes,2025-11-19,MGR0156
REQ00585,Maintenance,2025-11-01,54,111,Yes,2025-12-25,MGR0224
REQ00586,Customer Service,2023-10-30,19,146,Yes,2023-11-18,MGR0250
REQ00587,Operations,2024-01-31,61,122,Yes,2024-04-01,MGR0105
REQ00588,Planning,2024-07-10,81,54,Yes,2024-09-29,MGR0065
REQ00589,HR,2024-06-04,75,48,Yes,2024-08-18,MGR0050
REQ00590,Maintenance,2023-05-29,31,15,Yes,2023-06-29,MGR0299
REQ00591,HR,2024-10-04,46,90,Yes,2024-11-19,MGR0229
REQ00592,Customer Service,2023-02-24,46,87,No,2023-04-11,MGR0071
REQ00593,Maintenance,2024-10-03,54,78,No,2024-11-26,MGR0047
REQ00594,Operations,2023-12-20,25,70,Yes,2024-01-14,MGR0032
REQ00595,Operations,2025-05-28,46,116,Yes,2025-07-13,MGR0090
REQ00596,IT,2023-03-05,120,43,No,2023-07-03,MGR0009
REQ00597,IT,2023-03-06,96,93,Yes,2023-06-10,MGR0293
REQ00598,Operations,2025-03-25,19,141,No,2025-04-13,MGR0155
REQ00599,Operations,2024-06-21,50,41,Yes,2024-08-10,MGR0150
REQ00600,Operations,2025-07-23,54,83,No,2025-09-15,MGR0092
REQ00601,Operations,2025-04-03,22,97,No,2025-04-25,MGR0108
REQ00602,Operations,2024-06-01,24,121,No,2024-06-25,MGR0203
REQ00603,Operations,2024-05-09,57,13,Yes,2024-07-05,MGR0236
REQ00604,Operations,2024-09-27,31,40,Yes,2024-10-28,MGR0226
REQ00605,Operations,2024-06-27,73,44,Yes,2024-09-08,MGR0265
REQ00606,IT,2023-12-26,65,33,Yes,2024-02-29,MGR0214
REQ00607,Maintenance,2025-08-25,22,101,Yes,2025-09-16,MGR0262
REQ00608,Operations,2025-10-28,33,34,Yes,2025-11-30,MGR0037
REQ00609,Operations,2025-02-03,27,121,No,2025-03-02,MGR0295
REQ00610,Safety & Compliance,2023-07-27,57,49,Yes,2023-09-22,MGR0026
REQ00611,Operations,2023-10-06,56,100,No,2023-12-01,MGR0026
REQ00612,Maintenance,2023-01-30,51,8,Yes,2023-03-22,MGR0162
REQ00613,Operations,2024-06-11,54,65,Yes,2024-08-04,MGR0019
REQ00614,Operations,2024-03-15,56,117,Yes,2024-05-10,MGR0202
REQ00615,Safety & Compliance,2023-04-11,60,30,Yes,2023-06-10,MGR0153
REQ00616,Operations,2025-06-09,62,137,Yes,2025-08-10,MGR0283
REQ00617,Operations,2023-06-30,68,136,Yes,2023-09-06,MGR0106
REQ00618,Operations,2025-08-14,75,27,Yes,2025-10-28,MGR0037
REQ00619,Customer Service,2023-02-11,36,98,Yes,2023-03-19,MGR0192
REQ00620,Operations,2023-01-12,60,53,Yes,2023-03-13,MGR0229
REQ00621,Safety & Compliance,2024-01-26,52,142,No,2024-03-18,MGR0295
REQ00622,Maintenance,2025-05-17,68,14,No,2025-07-24,MGR0131
REQ00623,Customer Service,2023-08-29,27,113,Yes,2023-09-25,MGR0132
REQ00624,Customer Service,2025-02-17,41,138,Yes,2025-03-30,MGR0055
REQ00625,Customer Service,2024-10-07,45,75,No,2024-11-21,MGR0152
REQ00626,Maintenance,2023-01-11,29,115,No,2023-02-09,MGR0271
REQ00627,Operations,2025-11-09,23,89,No,2025-12-02,MGR0286
REQ00628,Safety & Compliance,2025-02-04,49,69,No,2025-03-25,MGR0140
REQ00629,Finance,2025-02-02,34,81,Yes,2025-03-08,MGR0187
REQ00630,Maintenance,2025-10-24,66,140,Yes,2025-12-29,MGR0277
REQ00631,Operations,2023-02-20,41,93,Yes,2023-04-02,MGR0225
REQ00632,Maintenance,2025-12-24,20,23,Yes,2026-01-13,MGR0035
REQ00633,Customer Service,2025-12-18,44,81,Yes,2026-01-31,MGR0297
REQ00634,HR,2024-10-25,36,72,No,2024-11-30,MGR0280
REQ00635,Operations,2025-04-16,26,83,No,2025-05-12,MGR0228
REQ00636,Safety & Compliance,2025-11-07,34,91,Yes,2025-12-11,MGR0297
REQ00637,Safety & Compliance,2023-07-02,25,56,Yes,2023-07-27,MGR0030
REQ00638,Maintenance,2024-12-11,30,62,Yes,2025-01-10,MGR0100
REQ00639,Operations,2024-06-08,29,101,No,2024-07-07,MGR0163
REQ00640,Operations,2023-08-04,49,65,Yes,2023-09-22,MGR0235
REQ00641,IT,2025-04-12,85,71,Yes,2025-07-06,MGR0195
REQ00642,Operations,2025-02-07,68,120,Yes,2025-04-16,MGR0256
REQ00643,Operations,2024-01-19,42,40,Yes,2024-03-01,MGR0131
REQ00644,Customer Service,2023-04-05,24,43,Yes,2023-04-29,MGR0150
REQ00645,Operations,2023-01-19,63,96,Yes,2023-03-23,MGR0258
REQ00646,Operations,2025-05-04,45,76,Yes,2025-06-18,MGR0191
REQ00647,Customer Service,2024-02-03,71,141,Yes,2024-04-14,MGR0129
REQ00648,Maintenance,2025-10-12,44,49,Yes,2025-11-25,MGR0153
REQ00649,Operations,2025-10-06,43,128,Yes,2025-11-18,MGR0192
REQ00650,Operations,2025-07-25,40,122,Yes,2025-09-03,MGR0283
REQ00651,HR,2025-03-12,45,83,Yes,2025-04-26,MGR0204
REQ00652,HR,2024-06-18,47,102,Yes,2024-08-04,MGR0189
REQ00653,Customer Service,2023-09-12,68,75,Yes,2023-11-19,MGR0271
REQ00654,Customer Service,2025-09-16,48,126,No,2025-11-03,MGR0187
REQ00655,Finance,2023-02-05,71,139,Yes,2023-04-17,MGR0113
REQ00656,Safety & Compliance,2024-03-16,44,131,Yes,2024-04-29,MGR0071
REQ00657,Maintenance,2023-07-06,66,135,Yes,2023-09-10,MGR0189
REQ00658,HR,2023-04-14,23,9,Yes,2023-05-07,MGR0015
REQ00659,Customer Service,2024-06-07,64,20,Yes,2024-08-10,MGR0031
REQ00660,Maintenance,2025-02-07,75,121,Yes,2025-04-23,MGR0172
REQ00661,Customer Service,2023-02-25,49,66,Yes,2023-04-15,MGR0289
REQ00662,Operations,2025-04-29,33,15,Yes,2025-06-01,MGR0019
REQ00663,Customer Service,2024-07-16,41,147,No,2024-08-26,MGR0153
REQ00664,Operations,2025-08-28,68,17,Yes,2025-11-04,MGR0217
REQ00665,Customer Service,2024-11-17,68,113,Yes,2025-01-24,MGR0140
REQ00666,Maintenance,2025-01-01,62,112,Yes,2025-03-04,MGR0221
REQ00667,Operations,2023-10-10,29,37,Yes,2023-11-08,MGR0241
REQ00668,Operations,2023-05-19,70,71,Yes,2023-07-28,MGR0086
REQ00669,Maintenance,2025-04-04,30,125,Yes,2025-05-04,MGR0169
REQ00670,Operations,2023-02-15,34,120,Yes,2023-03-21,MGR0264
REQ00671,Maintenance,2024-11-12,32,8,Yes,2024-12-14,MGR0196
REQ00672,Maintenance,2024-04-22,42,42,Yes,2024-06-03,MGR0096
REQ00673,Operations,2024-07-10,44,16,Yes,2024-08-23,MGR0070
REQ00674,Operations,2025-07-10,65,37,Yes,2025-09-13,MGR0060
REQ00675,IT,2025-08-14,49,120,Yes,2025-10-02,MGR0246
REQ00676,Operations,2023-08-01,39,102,Yes,2023-09-09,MGR0011
REQ00677,Customer Service,2025-11-03,32,150,No,2025-12-05,MGR0293
REQ00678,Operations,2025-09-10,69,79,Yes,2025-11-18,MGR0251
REQ00679,Planning,2024-09-23,108,55,No,2025-01-09,MGR0046
REQ00680,Finance,2025-03-14,44,106,Yes,2025-04-27,MGR0046
REQ00681,Operations,2024-09-13,40,27,Yes,2024-10-23,MGR0201
REQ00682,Maintenance,2023-02-21,67,77,Yes,2023-04-29,MGR0082
REQ00683,Operations,2023-01-05,64,9,Yes,2023-03-10,MGR0177
REQ00684,Operations,2023-10-21,51,34,Yes,2023-12-11,MGR0069
REQ00685,IT,2024-08-24,81,56,Yes,2024-11-13,MGR0096
REQ00686,Maintenance,2023-06-30,71,59,Yes,2023-09-09,MGR0068
REQ00687,Operations,2023-04-05,60,137,Yes,2023-06-04,MGR0260
REQ00688,Operations,2025-04-21,18,129,Yes,2025-05-09,MGR0165
REQ00689,Operations,2025-03-27,30,80,Yes,2025-04-26,MGR0151
REQ00690,Operations,2023-03-09,33,62,Yes,2023-04-11,MGR0072
REQ00691,Maintenance,2025-02-10,65,62,No,2025-04-16,MGR0007
REQ00692,Maintenance,2023-09-12,39,60,Yes,2023-10-21,MGR0199
REQ00693,Operations,2025-01-11,72,28,No,2025-03-24,MGR0195
REQ00694,HR,2025-03-01,41,36,No,2025-04-11,MGR0110
REQ00695,Operations,2024-02-03,54,87,Yes,2024-03-28,MGR0045
REQ00696,Maintenance,2025-12-29,51,17,Yes,2026-02-18,MGR0124
REQ00697,Operations,2024-10-26,62,128,Yes,2024-12-27,MGR0034
REQ00698,Finance,2024-12-14,63,100,Yes,2025-02-15,MGR0231
REQ00699,Operations,2023-07-06,31,79,Yes,2023-08-06,MGR0284
REQ00700,Planning,2025-12-10,60,146,Yes,2026-02-08,MGR0084
REQ00701,Operations,2024-06-04,54,129,Yes,2024-07-28,MGR0191
REQ00702,Operations,2024-09-19,25,150,No,2024-10-14,MGR0286
REQ00703,Operations,2024-02-02,42,58,Yes,2024-03-15,MGR0010
REQ00704,Customer Service,2023-05-05,75,80,Yes,2023-07-19,MGR0186
REQ00705,IT,2024-06-23,109,73,Yes,2024-10-10,MGR0294
REQ00706,IT,2025-01-29,91,117,Yes,2025-04-30,MGR0160
REQ00707,Operations,2025-01-16,64,146,Yes,2025-03-21,MGR0066
REQ00708,Finance,2025-11-14,72,52,No,2026-01-25,MGR0206
REQ00709,Maintenance,2023-03-05,41,19,No,2023-04-15,MGR0153
REQ00710,Operations,2025-08-04,32,17,Yes,2025-09-05,MGR0088
REQ00711,IT,2025-10-03,85,93,Yes,2025-12-27,MGR0297
REQ00712,Operations,2024-03-12,67,53,Yes,2024-05-18,MGR0082
REQ00713,Operations,2024-07-29,18,13,Yes,2024-08-16,MGR0268
REQ00714,Operations,2024-04-18,66,10,No,2024-06-23,MGR0042
REQ00715,IT,2025-11-09,75,113,Yes,2026-01-23,MGR0300
REQ00716,Finance,2023-09-19,47,139,Yes,2023-11-05,MGR0251
REQ00717,Customer Service,2025-02-25,59,80,Yes,2025-04-25,MGR0222
REQ00718,Operations,2024-04-09,29,88,Yes,2024-05-08,MGR0212
REQ00719,IT,2024-01-26,52,29,Yes,2024-03-18,MGR0169
REQ00720,Operations,2024-11-15,58,133,Yes,2025-01-12,MGR0019
REQ00721,Operations,2024-07-09,57,98,Yes,2024-09-04,MGR0152
REQ00722,Customer Service,2024-04-12,21,132,Yes,2024-05-03,MGR0220
REQ00723,Operations,2023-01-19,23,139,Yes,2023-02-11,MGR0045
REQ00724,Maintenance,2023-02-05,50,47,No,2023-03-27,MGR0189
